"","año","mes","carbon","gas_natural","petroleo","gasolina","petroleo_2001_ene_transformada","carbon_2001_ene_transformada","gasolina_2001_ene_transformada","gas_natural_2001_ene_transformada"
"1",2000,"ene",79.0655356855606,100.889289837694,95.9364143996833,61.648439375084,1040.77916564619,857.7531563704,668.801431632425,1094.51110464119
"2",2000,"feb",81.4008973377534,104.31567290084,93.7557952839529,72.6444077453968,99.4179813197774,86.3169350377535,77.0316154894191,110.615600757331
"3",2000,"mar",76.8245350354533,112.149037167815,94.6163928024931,68.2994689902892,98.6555853404483,80.1041896434539,71.2151868412937,116.936701764295
"4",2000,"abr",76.1664479515954,105.957520696972,94.4181169936705,64.6591440348203,97.4724929153075,78.6303920765939,66.7508329917909,109.385190197677
"5",2000,"may",77.6111355526865,110.788833896557,91.3722159467783,65.1685882577637,93.840575080882,79.7077483289513,66.9290739635759,113.781719942623
"6",2000,"jun",78.9509461039592,107.458955674309,92.5650875210301,66.1571562392947,95.0880081395544,81.1028045973942,67.9603118134861,110.387818187988
"7",2000,"jul",77.4658179918112,103.17765545491,97.5998321505617,69.4482695068599,100.283540813691,79.5959004136777,71.3578928987054,106.014737872825
"8",2000,"ago",74.4175226936201,109.88089836333,97.193490456321,65.7645068713116,99.5618416764376,76.2308831341394,67.3670159422151,112.558408539007
"9",2000,"sept",74.6833783395651,103.711654576041,96.1313969106198,68.0453443022818,98.0603050147526,76.1819248951419,69.410696521133,105.792663043969
"10",2000,"oct",77.5207141936666,101.327504950408,100.322624510781,70.8332830773426,102.16876644797,78.9472542405569,72.1367606834712,103.192138747539
"11",2000,"nov",78.7810989578348,109.317865058915,98.1932965278247,65.4023037838241,99.6752013976432,79.9700405487935,66.3893364622426,110.967658703871
"12",2000,"dic",74.2106712948176,105.558881404254,96.2564820150584,69.4893249259312,97.2575316315774,74.9824485557991,70.2120010575852,106.656674254541
"13",2001,"ene",77.2718082192869,106.368601389722,96.9853944550735,66.4752766319124,96.9853944550735,77.2718082192869,66.4752766319124,106.368601389722
